CustomerID,Recency,Frequency,MonetaryValue,Cluster
12982.0,240,34,377.2,1
12984.0,19,4,97.5,1
12988.0,292,92,535.32,1
12995.0,78,5,200.72,1
12999.0,196,28,455.88,1
13000.0,107,31,534.85,1
13002.0,318,7,120.94999999999999,1
13003.0,106,6,149.05,1
13005.0,174,29,468.95,1
13006.0,56,4,81.57,1
13008.0,323,15,178.46999999999997,1
13011.0,372,3,50.550000000000004,1
13017.0,7,1,204.0,1
13033.0,357,11,190.55,1
13037.0,138,48,881.07,1
13043.0,254,14,471.57,1
13044.0,291,33,560.47,1
13045.0,99,18,305.28000000000003,1
13049.0,64,14,656.6800000000001,1
13052.0,212,18,348.15000000000003,1
13058.0,25,8,271.40000000000003,1
13059.0,250,8,183.4,1
13060.0,254,15,307.53,1
13061.0,72,10,248.61,1
13062.0,191,11,346.98,1
13065.0,373,14,205.86,1
13067.0,82,15,115.46000000000001,1
13068.0,10,2,344.0,1
13070.0,192,9,228.8,1
13072.0,267,7,177.15,1
13075.0,130,22,919.61,1
13080.0,179,6,58.08,1
13085.0,158,29,272.38,1
13092.0,71,26,459.83,1
13095.0,71,6,74.39999999999999,1
13099.0,99,1,207.35999999999999,1
13101.0,234,8,101.19,1
13103.0,40,8,243.94,1
13106.0,129,2,59.5,1
13108.0,373,10,350.06,1
13116.0,117,31,485.19,1
13120.0,239,1,30.599999999999998,1
13121.0,269,53,254.73,1
13127.0,78,15,259.17,1
13130.0,94,2,64.0,1
13132.0,262,3,77.3,1
13133.0,274,7,109.8,1
13135.0,197,1,3096.0,1
13140.0,108,46,423.72,1
13144.0,333,3,110.95,1
13145.0,40,7,614.77,1
13154.0,144,1,-611.86,1
13160.0,22,4,91.8,1
13161.0,313,8,112.75,1
13166.0,282,42,414.7,1
13169.0,64,13,712.88,1
13177.0,65,17,282.45,1
13182.0,45,11,121.18,1
13185.0,268,1,71.4,1
13187.0,337,37,236.02,1
13188.0,11,2,114.60000000000001,1
13193.0,61,29,117.88,1
13194.0,136,3,60.7,1
13210.0,94,22,353.48,1
13216.0,268,5,333.74,1
13217.0,122,7,133.62,1
13218.0,127,5,62.63999999999999,1
13220.0,78,21,819.2900000000001,1
13221.0,240,66,847.41,1
13223.0,200,5,163.20000000000002,1
13226.0,273,16,108.21000000000001,1
13227.0,202,9,257.7,1
13228.0,81,2,358.0,1
13229.0,226,10,160.95,1
13235.0,212,59,101.17000000000007,1
13239.0,262,22,329.56,1
13242.0,112,13,270.40000000000003,1
13243.0,203,58,600.07,1
13244.0,93,27,121.74000000000001,1
13245.0,51,16,430.5,1
13248.0,125,26,465.68,1
13249.0,92,23,711.41,1
13253.0,157,36,1030.4,1
13256.0,14,1,0.0,1
13260.0,61,8,557.62,1
13261.0,269,9,944.1,1
13262.0,263,11,200.29,1
13270.0,366,1,590.0,1
13273.0,113,16,138.98,1
13279.0,64,11,126.30000000000001,1
13283.0,60,7,93.66,1
13284.0,323,14,196.15,1
13291.0,156,42,361.11,1
13294.0,190,54,873.74,1
13295.0,360,11,197.95000000000002,1
13296.0,137,5,87.4,1
13299.0,268,5,142.5,1
13300.0,165,22,365.29,1
13302.0,155,1,63.75,1
13304.0,351,21,300.42,1
13307.0,120,1,15.0,1
13321.0,72,11,567.36,1
13325.0,82,12,675.3,1
13328.0,316,17,1308.48,1
13338.0,154,24,431.82,1
13339.0,201,54,860.12,1
13341.0,261,42,775.85,1
13343.0,173,22,303.93,1
13345.0,277,22,377.6,1
13347.0,70,8,341.36,1
13348.0,64,14,233.76,1
13351.0,66,16,373.94,1
13355.0,122,32,674.7,1
13357.0,257,90,609.95,1
13358.0,269,29,439.03,1
13364.0,67,20,0.0,1
13366.0,50,1,56.160000000000004,1
13368.0,257,29,623.4,1
13369.0,354,19,263.75,1
13370.0,366,44,721.32,1
13372.0,90,23,378.64,1
13382.0,281,15,222.99,1
13385.0,330,35,534.57,1
13388.0,121,36,627.15,1
13390.0,75,13,544.08,1
13391.0,204,1,59.8,1
13395.0,185,21,307.72,1
13398.0,192,26,457.34,1
13402.0,127,39,621.23,1
13403.0,18,3,75.0,1
13411.0,107,18,213.55,1
13414.0,134,24,1390.5,1
13419.0,64,16,221.06,1
13420.0,135,10,140.35,1
13434.0,74,10,534.24,1
13439.0,255,54,283.71,1
13441.0,92,13,296.64,1
13452.0,259,2,590.0,1
13453.0,166,17,356.97999999999996,1
13462.0,183,10,143.25,1
13466.0,100,18,297.95,1
13470.0,99,10,165.0,1
13473.0,61,22,417.54,1
13474.0,236,64,229.59,1
13476.0,179,61,1092.77,1
13479.0,198,16,291.0,1
13482.0,232,11,184.64,1
13483.0,66,10,140.34,1
13484.0,241,8,313.8,1
13485.0,233,23,454.24,1
13489.0,105,14,449.52,1
13493.0,275,8,618.63,1
13494.0,312,18,316.26000000000005,1
13497.0,283,20,321.05,1
13501.0,243,53,1310.47,1
13503.0,71,17,216.85,1
13504.0,64,22,295.93,1
13506.0,312,29,452.82,1
13508.0,244,12,110.97,1
13512.0,261,15,251.21,1
13513.0,127,10,205.1,1
13514.0,74,4,152.20000000000002,1
13519.0,50,9,110.80000000000001,1
13522.0,30,5,125.80000000000001,1
13529.0,79,15,307.76,1
13531.0,205,22,483.8,1
13533.0,183,76,270.79,1
13551.0,319,4,91.80000000000001,1
13561.0,216,14,141.85999999999999,1
13568.0,173,44,192.85,1
13570.0,243,27,239.49,1
13572.0,206,33,1384.25,1
13581.0,309,10,118.0,1
13583.0,156,53,781.03,1
13584.0,307,24,142.4,1
13587.0,32,11,347.0,1
13600.0,312,19,219.52,1
13602.0,65,23,428.89,1
13615.0,313,24,399.99,1
13618.0,174,13,177.34,1
13621.0,117,19,213.85,1
13626.0,253,19,257.23,1
13631.0,100,12,3021.77,1
13642.0,216,66,354.8,1
13645.0,120,5,252.1,1
13649.0,257,23,346.6,1
13651.0,35,6,94.2,1
13656.0,165,49,379.65,1
13663.0,179,13,189.47,1
13666.0,60,12,84.65,1
13669.0,51,9,218.55,1
13670.0,75,25,349.7,1
13672.0,301,16,-71.46,1
13675.0,151,25,486.82000000000005,1
13678.0,152,16,232.6,1
13682.0,187,3,59.5,1
13684.0,286,31,64.23,1
13686.0,183,8,72.0,1
13689.0,63,6,910.0,1
13690.0,59,9,172.25,1
13693.0,325,4,-32.0,1
13697.0,39,12,151.29999999999998,1
13699.0,155,14,308.58000000000004,1
13703.0,318,1,99.5,1
13706.0,303,20,330.79,1
13707.0,267,48,806.41,1
13708.0,271,51,296.88,1
13710.0,32,8,180.48,1
13711.0,219,13,252.06,1
13712.0,247,10,228.84,1
13715.0,281,108,1053.94,1
13716.0,269,21,138.28,1
13718.0,246,12,306.55,1
13723.0,217,6,199.85000000000002,1
13730.0,136,43,752.6,1
13731.0,219,38,610.59,1
13737.0,200,30,339.59999999999997,1
13739.0,18,3,216.9,1
13740.0,241,23,350.75,1
13745.0,151,26,291.54,1
13747.0,374,1,79.6,1
13748.0,96,28,948.25,1
13751.0,288,9,296.25,1
13753.0,288,35,741.26,1
13754.0,152,12,282.59999999999997,1
13762.0,204,14,3.552713678800501e-15,1
13774.0,82,22,345.0,1
13778.0,103,9,178.7,1
13781.0,251,17,127.84,1
13786.0,367,7,230.39999999999998,1
13787.0,76,31,309.04,1
13792.0,66,13,195.55,1
13799.0,117,39,688.86,1
13800.0,310,33,558.32,1
13801.0,67,23,324.8,1
13803.0,255,17,277.07,1
13806.0,64,10,256.38,1
13807.0,367,7,112.6,1
13809.0,305,12,155.05,1
13811.0,184,14,591.75,1
13819.0,302,36,1140.35,1
13821.0,145,59,385.64,1
13826.0,158,12,174.65,1
13829.0,359,1,-102.0,1
13832.0,18,4,40.949999999999996,1
13833.0,159,29,384.8,1
13837.0,212,19,271.24,1
13841.0,253,1,85.0,1
13845.0,65,9,312.98,1
13848.0,92,5,1255.0,1
13856.0,169,17,363.4,1
13858.0,57,11,216.17,1
13859.0,326,28,201.16,1
13863.0,245,22,299.56,1
13866.0,74,7,145.67000000000002,1
13873.0,120,24,381.7,1
13874.0,358,18,540.45,1
13876.0,64,7,122.7,1
13877.0,86,3,117.24,1
13885.0,189,28,506.8,1
13886.0,71,16,243.56,1
13887.0,204,19,349.55,1
13888.0,120,40,605.63,1
13889.0,93,15,416.90000000000003,1
13893.0,298,21,821.1,1
13897.0,50,17,311.16,1
13898.0,326,12,155.93,1
13900.0,183,43,740.95,1
13917.0,50,18,272.04,1
13922.0,352,7,172.25,1
13923.0,54,20,351.13,1
13927.0,75,21,348.99,1
13929.0,169,10,802.85,1
13930.0,58,17,337.34,1
13932.0,295,16,307.4,1
13933.0,109,23,608.7900000000001,1
13934.0,264,31,922.1,1
13936.0,171,27,361.28,1
13937.0,169,9,158.85,1
13938.0,35,7,71.66,1
13946.0,79,11,561.5699999999999,1
13947.0,65,5,90.6,1
13948.0,361,3,102.0,1
13951.0,176,39,674.45,1
13955.0,154,33,322.96,1
13958.0,372,5,-102.45,1
13963.0,308,35,664.54,1
13967.0,146,2,80.7,1
13972.0,71,15,190.25,1
13973.0,287,11,264.7,1
13976.0,207,10,357.98,1
13980.0,60,11,200.14,1
13990.0,213,16,311.3,1
13992.0,30,5,76.8,1
14000.0,206,16,633.71,1
14002.0,134,47,529.73,1
14006.0,116,30,962.19,1
14009.0,198,44,685.9300000000001,1
14012.0,278,11,328.8,1
14013.0,110,34,473.02,1
14021.0,155,22,631.9,1
14022.0,225,28,440.0,1
14024.0,122,16,327.7,1
14027.0,61,6,104.82,1
14029.0,63,15,467.66,1
14036.0,285,38,626.65,1
14037.0,176,28,147.20000000000002,1
14039.0,33,6,152.2,1
14041.0,266,21,141.41,1
14045.0,109,6,1659.75,1
14046.0,284,14,154.99,1
14048.0,277,88,375.13,1
14053.0,124,4,260.25,1
14054.0,65,6,92.46,1
14055.0,106,10,725.6400000000001,1
14059.0,267,8,183.6,1
14066.0,267,7,152.55,1
14068.0,320,24,265.85,1
14076.0,129,46,122.47,1
14079.0,125,12,375.1,1
14080.0,33,4,45.599999999999994,1
14082.0,365,29,182.25,1
14089.0,57,14,161.0,1
14090.0,325,1,76.32000000000001,1
14100.0,138,26,194.9,1
14104.0,155,21,216.20999999999998,1
14114.0,274,15,386.53,1
14117.0,144,3,90.0,1
14119.0,354,1,-19.9,1
14124.0,84,5,419.58000000000004,1
14127.0,123,44,709.71,1
14130.0,319,67,483.86,1
14133.0,130,30,590.3399999999999,1
14142.0,373,22,311.81,1
14143.0,134,7,115.8,1
14147.0,49,6,468.4,1
14148.0,234,3,157.2,1
14149.0,213,40,259.43,1
14154.0,239,52,1345.62,1
14155.0,266,6,118.75,1
14162.0,174,25,289.36,1
14165.0,276,25,122.53999999999999,1
14176.0,297,32,574.0,1
14184.0,67,24,452.89,1
14185.0,331,3,197.65,1
14195.0,202,8,962.7,1
14196.0,107,6,335.52,1
14199.0,218,2,185.39999999999998,1
14206.0,239,21,308.26,1
14208.0,95,10,151.74,1
14212.0,90,9,1070.48,1
14213.0,372,5,-1192.2,1
14218.0,43,12,169.48000000000002,1
14220.0,247,21,632.4,1
14222.0,177,41,683.17,1
14231.0,179,54,822.0600000000001,1
14236.0,81,15,490.86,1
14237.0,373,9,161.0,1
14238.0,326,8,146.85,1
14241.0,184,10,213.70000000000002,1
14242.0,235,16,280.55,1
14247.0,278,20,136.76999999999998,1
14248.0,318,8,302.58,1
14256.0,254,54,935.0600000000001,1
14259.0,142,5,120.0,1
14264.0,155,19,319.47,1
14265.0,109,31,530.18,1
14270.0,332,29,492.65000000000003,1
14271.0,226,10,112.32,1
14280.0,197,8,134.04,1
14288.0,212,17,413.85,1
14295.0,40,7,154.70000000000002,1
14300.0,19,3,43.2,1
14301.0,108,16,632.04,1
14304.0,223,27,197.1,1
14311.0,225,27,229.71,1
14314.0,107,8,120.0,1
14320.0,207,42,343.11,1
14323.0,115,41,574.26,1
14326.0,235,9,166.85,1
14327.0,163,12,311.65,1
14331.0,124,28,462.65999999999997,1
14333.0,64,19,351.45,1
14338.0,158,34,554.22,1
14339.0,235,18,289.90999999999997,1
14340.0,219,6,134.7,1
14345.0,39,6,108.97999999999999,1
14348.0,260,18,409.57,1
14350.0,271,21,258.7,1
14351.0,165,1,51.0,1
14352.0,157,47,1078.96,1
14353.0,215,6,90.6,1
14355.0,366,11,174.4,1
14368.0,320,8,155.0,1
14371.0,295,4,100.5,1
14373.0,358,4,76.55,1
14375.0,185,75,257.68,1
14377.0,191,11,617.05,1
14386.0,297,7,142.4,1
14393.0,218,5,67.95,1
14400.0,141,26,559.7,1
14403.0,130,26,1426.31,1
14406.0,119,8,156.75,1
14411.0,311,14,1063.0,1
14413.0,362,23,122.7,1
14420.0,85,30,385.87,1
14423.0,218,3,265.2,1
14424.0,18,1,322.08,1
14427.0,50,17,363.34000000000003,1
14431.0,299,22,397.76,1
14436.0,99,9,89.06,1
14437.0,143,6,-43.400000000000006,1
14438.0,306,9,131.9,1
14439.0,320,32,2661.24,1
14450.0,181,40,483.25,1
14453.0,190,22,119.93,1
14457.0,311,4,113.64,1
14459.0,155,37,1837.92,1
14460.0,110,17,383.34,1
14463.0,98,6,529.62,1
14473.0,74,7,234.34000000000003,1
14476.0,257,19,215.7,1
14479.0,254,18,316.25,1
14481.0,165,30,636.51,1
14483.0,150,10,129.2,1
14484.0,50,14,321.92,1
14489.0,207,30,463.38,1
14491.0,175,17,340.93,1
14494.0,26,7,139.56,1
14495.0,51,6,123.8,1
14496.0,312,19,538.8100000000001,1
14497.0,301,31,457.47,1
14500.0,88,7,356.85,1
14501.0,64,12,190.31,1
14512.0,188,23,275.28,1
14513.0,101,18,438.49,1
14518.0,64,16,174.37,1
14523.0,108,12,241.09,1
14532.0,236,64,932.85,1
14536.0,260,19,171.8,1
14537.0,58,10,355.56,1
14538.0,65,19,388.25,1
14542.0,186,5,103.25,1
14548.0,151,4,652.8,1
14549.0,311,56,289.24,1
14552.0,152,58,165.07,1
14555.0,57,21,324.14,1
14557.0,64,32,0.0,1
14566.0,111,4,1432.0,1
14570.0,281,29,218.06,1
14576.0,372,1,35.400000000000006,1
14582.0,41,6,114.11,1
14586.0,227,27,134.16,1
14589.0,372,3,39.75,1
14600.0,306,25,393.33000000000004,1
14603.0,275,2,660.0,1
14609.0,72,4,601.56,1
14616.0,243,3,406.08000000000004,1
14619.0,239,22,379.51,1
14620.0,204,30,393.28000000000003,1
14622.0,185,21,320.58000000000004,1
14624.0,57,13,225.85,1
14625.0,185,57,848.48,1
14627.0,312,5,-21.85,1
14628.0,91,24,671.96,1
14632.0,263,8,114.56,1
14633.0,266,20,344.90000000000003,1
14638.0,51,16,443.6,1
14641.0,22,7,110.46,1
14642.0,59,2,96.12,1
14643.0,170,34,668.61,1
14645.0,157,30,597.09,1
14647.0,201,30,243.22,1
14652.0,77,29,114.18,1
14656.0,169,80,291.05,1
14660.0,87,30,285.74,1
14661.0,27,4,107.95,1
14670.0,280,132,411.53,1
14672.0,235,61,765.55,1
14679.0,372,1,-2.55,1
14681.0,71,7,498.95,1
14682.0,188,2,52.0,1
14687.0,107,15,628.38,1
14689.0,209,13,112.8,1
14693.0,265,8,172.9,1
14697.0,218,22,188.60999999999999,1
14699.0,214,8,109.13000000000001,1
14705.0,199,1,179.0,1
14714.0,24,10,160.19,1
14722.0,147,29,187.92000000000002,1
14727.0,274,10,268.58,1
14729.0,374,71,313.49,1
14747.0,248,19,294.3,1
14752.0,44,5,389.64,1
14753.0,87,30,563.15,1
14757.0,75,19,420.5,1
14760.0,294,7,53.8,1
14761.0,59,11,255.9,1
14762.0,264,21,300.52,1
14764.0,44,7,250.55,1
14768.0,17,6,139.5,1
14770.0,232,52,876.42,1
14772.0,112,9,139.26,1
14777.0,4,3,-17.45,1
14778.0,127,35,730.86,1
14779.0,281,41,386.15,1
14782.0,320,6,200.10000000000002,1
14785.0,10,3,77.4,1
14789.0,29,6,197.64,1
14792.0,64,4,0.0,1
14795.0,166,6,131.45000000000002,1
14798.0,53,12,173.74,1
14799.0,51,13,157.7,1
14803.0,162,44,845.55,1
14806.0,75,11,193.39000000000001,1
14813.0,370,30,155.43,1
14816.0,197,4,271.85,1
14817.0,200,63,1110.34,1
14819.0,64,13,272.07,1
14821.0,367,2,48.800000000000004,1
14823.0,180,70,321.43,1
14828.0,197,17,2139.76,1
14840.0,268,4,62.85,1
14847.0,149,13,309.4,1
14850.0,312,22,278.15,1
14855.0,119,20,645.65,1
14861.0,52,6,125.79,1
14867.0,186,37,701.33,1
14870.0,262,13,327.25,1
14873.0,210,28,519.68,1
14885.0,132,15,765.3199999999999,1
14886.0,253,18,364.8,1
14887.0,79,6,1862.0,1
14888.0,207,20,369.2,1
14889.0,336,10,135.9,1
14890.0,254,7,125.65,1
14891.0,148,33,554.38,1
14894.0,85,23,655.75,1
14896.0,205,43,468.77000000000004,1
14905.0,154,18,599.9,1
14908.0,74,9,277.8,1
14915.0,86,13,258.83,1
14920.0,213,57,977.77,1
14924.0,246,10,310.05,1
14929.0,32,11,223.88,1
14932.0,366,17,363.53,1
14935.0,297,10,1784.71,1
14946.0,14,3,100.9,1
14947.0,72,14,290.82,1
14951.0,79,20,311.69,1
14957.0,253,12,58.49,1
14958.0,147,42,499.68,1
14962.0,271,5,126.7,1
14964.0,247,13,206.21,1
14967.0,50,6,463.8,1
14972.0,128,18,114.77,1
14975.0,57,11,279.94,1
14981.0,246,8,102.12,1
14985.0,198,87,296.75,1
14987.0,16,4,326.4,1
14988.0,212,40,334.54,1
14998.0,170,75,429.87,1
15007.0,159,12,156.91,1
15016.0,173,20,170.04,1
15019.0,267,70,266.0,1
15030.0,72,7,518.28,1
15035.0,90,27,252.73000000000002,1
15041.0,170,67,180.35,1
15042.0,199,5,135.93,1
15043.0,31,3,537.0,1
15045.0,152,13,633.66,1
15047.0,270,22,343.62,1
15049.0,274,3,121.17000000000002,1
15052.0,319,30,215.78,1
15057.0,275,25,1489.5,1
15063.0,213,5,370.79999999999995,1
15070.0,373,1,106.2,1
15071.0,94,26,982.07,1
15076.0,173,49,880.85,1
15079.0,213,48,893.66,1
15083.0,257,5,88.2,1
15087.0,282,15,306.94,1
15090.0,308,23,381.32,1
15092.0,215,26,457.81,1
15096.0,43,11,219.39000000000001,1
15098.0,182,5,649.5,1
15099.0,84,23,410.48,1
15100.0,330,6,635.1,1
15107.0,311,20,247.66,1
15109.0,241,31,463.75,1
15118.0,134,1,244.8,1
15119.0,246,14,266.4,1
15120.0,130,22,343.82,1
15127.0,66,16,406.53,1
15130.0,170,22,330.11,1
15133.0,128,29,982.42,1
15135.0,233,10,127.15,1
15139.0,240,13,178.96,1
15143.0,226,14,259.45,1
15147.0,219,29,608.65,1
15149.0,134,23,520.8000000000001,1
15158.0,45,7,401.40000000000003,1
15160.0,357,4,158.16,1
15165.0,373,27,487.75,1
15167.0,321,41,163.0,1
15168.0,26,5,106.56,1
15171.0,325,7,1034.5,1
15174.0,323,11,135.75,1
15175.0,72,23,224.14,1
15178.0,260,3,40.5,1
15180.0,367,6,87.5,1
15181.0,66,18,680.28,1
15182.0,154,29,622.85,1
15185.0,70,21,310.62,1
15193.0,61,19,499.32,1
15198.0,92,10,193.64,1
15204.0,357,9,316.58,1
15210.0,225,20,331.18,1
15212.0,239,7,88.94999999999999,1
15213.0,319,25,325.05,1
15216.0,88,2,96.6,1
15219.0,176,9,305.75,1
15221.0,366,11,114.1,1
15222.0,319,5,585.0,1
15223.0,226,32,454.90000000000003,1
15224.0,358,16,310.48,1
15225.0,234,23,409.40000000000003,1
15226.0,311,8,154.41,1
15230.0,239,23,429.6,1
15232.0,113,31,612.06,1
15234.0,277,14,197.0,1
15236.0,299,15,321.05,1
15243.0,74,22,316.68,1
15246.0,238,33,514.15,1
15247.0,122,6,356.0,1
15254.0,127,18,300.36,1
15256.0,149,6,98.45,1
15257.0,281,8,232.14999999999998,1
15258.0,169,34,623.16,1
15261.0,135,19,254.82,1
15262.0,324,10,178.95000000000002,1
15263.0,107,12,156.51,1
15264.0,64,23,393.74,1
15266.0,338,6,119.3,1
15269.0,24,2,408.8,1
15277.0,47,12,255.89999999999998,1
15279.0,355,21,277.40999999999997,1
15280.0,172,16,113.12,1
15286.0,50,3,240.55,1
15292.0,201,25,180.94,1
15303.0,290,31,574.02,1
15307.0,96,12,205.3,1
15308.0,271,21,302.27,1
15313.0,110,1,52.0,1
15314.0,199,24,327.97,1
15316.0,327,1,165.0,1
15319.0,284,16,204.5,1
15325.0,104,49,162.29,1
15326.0,334,29,311.71,1
15327.0,53,10,208.75,1
15332.0,366,35,1661.06,1
15333.0,208,16,1028.56,1
15342.0,116,26,391.76,1
15343.0,87,21,364.5,1
15346.0,333,17,252.42000000000002,1
15347.0,366,5,201.60000000000002,1
15348.0,72,9,158.04,1
15349.0,158,72,473.81,1
15350.0,373,5,115.65,1
15353.0,255,63,777.02,1
15360.0,40,13,427.93,1
15361.0,362,7,418.92,1
15363.0,241,17,318.05,1
15364.0,96,29,913.19,1
15368.0,21,4,446.94000000000005,1
15369.0,144,1,-1592.49,1
15372.0,137,27,2007.3999999999999,1
15374.0,129,3,168.0,1
15381.0,214,8,596.85,1
15384.0,170,43,635.76,1
15385.0,40,12,316.88,1
15386.0,186,31,394.14,1
15388.0,270,10,140.54,1
15389.0,172,1,500.0,1
15395.0,326,7,107.45,1
15396.0,113,14,288.18,1
15397.0,290,6,94.0,1
15400.0,92,13,666.7,1
15402.0,149,42,626.77,1
15405.0,189,8,349.1,1
15408.0,264,34,267.18,1
15412.0,171,10,190.53,1
15415.0,313,48,572.8100000000001,1
15417.0,85,28,508.8,1
15419.0,25,8,135.86,1
15422.0,323,6,97.7,1
15423.0,38,2,43.5,1
15424.0,254,17,383.34,1
15428.0,15,6,93.78,1
15437.0,262,45,200.16,1
15438.0,131,25,156.57999999999998,1
15442.0,249,2,594.0,1
15445.0,264,5,113.5,1
15447.0,331,9,155.17,1
15448.0,313,28,494.64,1
15454.0,362,25,179.1,1
15456.0,283,60,447.22,1
15457.0,262,58,237.07,1
15458.0,25,7,161.64,1
15460.0,354,58,216.76,1
15462.0,94,11,234.6,1
15463.0,29,7,126.14,1
15464.0,338,157,1048.85,1
15475.0,77,29,454.10999999999996,1
15483.0,161,88,233.81,1
15488.0,93,2,91.32000000000001,1
15503.0,363,70,147.09,1
15504.0,81,13,52.83,1
15507.0,172,46,492.36,1
15510.0,331,1,250.0,1
15512.0,156,7,121.0,1
15516.0,45,15,62.43,1
15517.0,233,27,267.03,1
15523.0,84,10,412.01000000000005,1
15524.0,25,1,440.0,1
15526.0,33,4,148.44,1
15528.0,254,26,229.33,1
15535.0,173,78,459.9,1
15537.0,163,24,110.92,1
